Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
COCHESINTERNET.NET CB ALPICAT Equipo,['Mitjana'],22.0,201.14,71.36,19.05,40.14,0.47,6.23,26.41,0.24,14.59,24.45,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.91,0.0,0.0,77.27,0.51,92.35,42.66,43.84,21.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,25.27,66.55,0.38
COCHESINTERNET.NET CB ALPICAT Equipo Rival,['Mitjana Rival'],22.0,201.14,64.09,15.5,38.59,0.4,6.45,25.05,0.26,13.73,22.77,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.27,0.0,0.0,73.64,0.49,87.04,39.57,40.73,21.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,21.95,63.64,0.34
GRUP VIA - CB ARTES Equipo,['Mitjana'],22.0,200.0,70.09,16.5,34.32,0.48,8.36,27.5,0.3,12.0,19.27,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.23,0.0,0.0,70.27,0.49,99.74,46.99,45.27,19.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,24.86,61.82,0.4
GRUP VIA - CB ARTES Equipo Rival,['Mitjana Rival'],22.0,200.0,63.18,15.86,39.18,0.4,6.05,23.14,0.26,13.32,21.82,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.77,0.0,0.0,71.91,0.51,87.86,40.01,41.26,21.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,21.91,62.32,0.35
LA SALLE MANRESA S.GOL Equipo,['Mitjana'],22.0,201.14,69.45,17.64,36.86,0.48,7.41,27.91,0.27,11.95,18.27,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.36,0.0,0.0,72.77,0.49,95.44,44.39,43.67,18.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,25.05,64.77,0.39
LA SALLE MANRESA S.GOL Equipo Rival,['Mitjana Rival'],22.0,201.14,69.91,19.95,43.91,0.45,6.59,23.55,0.28,10.23,17.36,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.18,0.0,0.0,75.09,0.51,93.1,44.24,43.44,15.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,26.55,67.45,0.39
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo,['Mitjana'],22.0,200.0,64.64,16.14,38.32,0.42,5.0,21.0,0.24,17.36,26.27,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.82,0.0,0.0,70.86,0.51,91.21,39.85,43.59,29.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,21.14,59.32,0.36
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo Rival,['Mitjana Rival'],22.0,200.0,62.23,16.0,37.14,0.43,6.09,22.05,0.28,11.95,18.73,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.05,0.0,0.0,67.41,0.49,92.31,42.47,42.9,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,22.09,59.18,0.37
NOU BASQUET OLESA A Equipo,['Mitjana'],21.0,201.19,73.57,20.67,42.67,0.48,6.14,19.57,0.31,13.71,21.67,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.48,0.0,0.0,71.76,0.49,102.52,48.01,48.39,22.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,26.81,62.24,0.43
NOU BASQUET OLESA A Equipo Rival,['Mitjana Rival'],21.0,201.19,65.95,17.19,39.81,0.43,6.62,25.19,0.26,11.71,19.24,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.71,0.0,0.0,73.43,0.51,89.82,41.72,41.72,18.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,23.81,65.0,0.37
PUJOL CB MOLLERUSSA Equipo,['Mitjana'],21.0,201.19,62.24,15.48,39.05,0.4,5.95,23.71,0.25,13.43,20.81,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,0.0,0.0,71.9,0.48,86.56,38.88,40.38,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,21.43,62.76,0.34
PUJOL CB MOLLERUSSA Equipo Rival,['Mitjana Rival'],21.0,201.19,74.62,18.05,37.14,0.49,8.62,30.48,0.28,12.67,20.86,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.05,0.0,0.0,76.76,0.52,97.21,45.81,44.39,18.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,26.67,67.62,0.39
SD ESPANYOL Equipo,['Mitjana'],22.0,201.14,71.36,18.09,38.14,0.47,6.91,24.09,0.29,14.45,24.05,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,0.0,72.77,0.51,98.06,45.73,46.05,23.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,25.0,62.23,0.4
SD ESPANYOL Equipo Rival,['Mitjana Rival'],22.0,201.14,64.68,17.77,37.91,0.47,6.14,25.05,0.25,10.73,16.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.18,0.0,0.0,69.95,0.49,92.46,42.85,42.7,17.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,23.91,62.95,0.38
TERRA ENDINS CB VILATORRADA Equipo,['Mitjana'],22.0,200.0,69.5,17.45,40.36,0.43,6.82,25.41,0.27,14.14,22.32,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.36,0.0,0.0,75.59,0.51,91.94,42.09,42.84,21.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,24.27,65.77,0.37
TERRA ENDINS CB VILATORRADA Equipo Rival,['Mitjana Rival'],22.0,200.0,72.82,16.64,34.82,0.48,8.64,27.55,0.31,13.64,21.68,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.91,0.0,0.0,71.86,0.49,101.33,47.45,46.1,21.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,25.27,62.36,0.41
VEDRUNA GRACIA A Equipo,['Mitjana'],22.0,201.14,67.36,16.32,32.95,0.5,7.41,25.91,0.29,12.5,19.41,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.27,0.0,0.0,67.36,0.48,100.0,46.6,45.79,21.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,23.73,58.86,0.4
VEDRUNA GRACIA A Equipo Rival,['Mitjana Rival'],22.0,201.14,69.55,18.23,38.05,0.48,6.95,26.41,0.26,12.23,19.27,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.77,0.0,0.0,72.91,0.52,95.39,44.46,44.15,18.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,25.18,64.45,0.39
